FID,LATITUDE,LONGITUDE,MINERAL,DESCRIPTION,PURETE
848,-11.5264200679999,12.677222562,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
849,-11.5178584539999,12.680693333,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
850,-11.5058112289999,12.67217506,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
851,-11.4991799169999,12.667907785,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
852,-11.4853836789999,12.653991667,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
853,-11.4825483159999,12.639025948,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
854,-11.4990444099999,12.633271928,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
855,-11.5172262679999,12.637690281,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
856,-11.5175587959999,12.657997727,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
857,-11.5036722199999,12.650649821,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
858,-11.4950706889999,12.657105161,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
859,-11.4876193069999,12.668352369,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
860,-11.4947603119999,12.679792246,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
861,-11.5074643069999,12.684736806,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
862,-11.4797068799999,12.668844793,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
863,-11.4805853369999,12.649151199,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
864,-11.4825483159999,12.639025948,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
865,-11.4771668689999,12.632386418,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
866,-11.4886930979999,12.634329971,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
867,-11.4934017389999,12.64573758,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
868,-11.5043940469999,12.642299311,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
869,-11.5188720609999,12.650849115,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
870,-11.5244491729999,12.643159021,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
871,-11.5186450869999,12.667566353,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
872,-11.5352639909999,12.652854547,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
873,-11.4693105989999,12.672901632,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
874,-11.5385209049999,12.681560693,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
875,-11.5301978889999,12.667717444,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
876,-11.4880881499999,12.678509812,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
877,-11.4798298849999,12.659889509,LITHIUM,Le lithium est le métal le plus léger et le moins dense parmi les métaux solides. Il est également très réactif et ne se trouve généralement dans la nature que sous forme de composés chimiques.,62.442899914178426
878,-12.6712817139999,12.825716082,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
879,-12.6860821979999,12.80576389,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
880,-12.6989921899999,12.779099603,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
881,-12.7168644309999,12.741957253,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
882,-12.7180951819999,12.713277291,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
883,-12.7057753839999,12.674917046,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
884,-12.6835483309999,12.655597554,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
885,-12.6529445199999,12.641595838,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
886,-12.6381659219999,12.613121127,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
887,-12.6441388569999,12.598829177,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
888,-12.6568910279999,12.588421714,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
889,-12.6871228779999,12.582946766,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
890,-12.7210122219999,12.572842676,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
891,-12.7258884929999,12.60336268,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
892,-12.6984982659999,12.617473387,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
893,-12.6789901169999,12.621129811,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
894,-12.7031874349999,12.637597122,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
895,-12.7262361899999,12.674136505,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
896,-12.7348577499999,12.69046833,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
897,-12.7610637129999,12.701210804,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
898,-12.7931829759999,12.70434913,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
899,-12.8175924039999,12.697856209,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
900,-12.8377829569999,12.679412897,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
901,-12.8419767489999,12.694229922,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
902,-12.8223161339999,12.715110497,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
903,-12.8192302879999,12.734213378,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
904,-12.7996635959999,12.74361543,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
905,-12.7686891199999,12.72040273,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
906,-12.7880723569999,12.732042014,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
907,-12.7704535059999,12.74145803,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
908,-12.7520026659999,12.734607258,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
909,-12.7345186519999,12.728719987,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
910,-12.7235383799999,12.758272809,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
911,-12.7009029419999,12.755660845,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
912,-12.7272302379999,12.781257134,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
913,-12.7417857959999,12.788076711,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
914,-12.7435303969999,12.811044379,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
915,-12.7531138229999,12.82929737,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
916,-12.7750446999999,12.834225169,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
917,-12.7703940879999,12.859092217,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
918,-12.7624017149999,12.881020669,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
919,-12.7515771829999,12.892404299,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
920,-12.7147095869999,12.872958028,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
921,-12.7139168159999,12.852867929,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
922,-12.7258099209999,12.830975228,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
923,-12.7430952839999,12.85981507,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
924,-12.7008722169999,12.893876282,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
925,-12.6903866499999,12.867963094,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
926,-12.6965135879999,12.837414391,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
927,-12.7074413009999,12.814557831,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
928,-12.7086490149999,12.788747103,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
929,-12.7270247199999,12.804207864,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
930,-12.2034430939999,12.664032046,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
931,-12.1830419989999,12.659992751,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
932,-12.1608430309999,12.642549129,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
933,-12.1523156609999,12.621426678,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
934,-12.1544207109999,12.607109499,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
935,-12.1739903659999,12.597757393,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
936,-12.2080223259999,12.600983158,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
937,-12.2282757029999,12.618402598,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
938,-12.2319529939999,12.638517464,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
939,-12.2113661199999,12.651687033,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
940,-12.1998827809999,12.633402318,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
941,-12.1816715709999,12.607398481,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
942,-12.1785317709999,12.627441202,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
943,-12.1900445879999,12.642858798,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
944,-12.2049054659999,12.619114838,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
945,-12.1725025149999,12.644585132,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
946,-12.1703554899999,12.662726062,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
947,-12.1440757979999,12.655438985,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
948,-12.1523156609999,12.621426678,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
949,-12.1391959869999,12.64458285,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
950,-12.1606844509999,12.656887122,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
951,-12.1897724119999,12.667711937,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
952,-12.2229958529999,12.656588742,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
953,-12.2164094989999,12.635487468,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
954,-12.2282757029999,12.618402598,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
955,-12.2176826649999,12.607776098,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
956,-12.1954324789999,12.595115255,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
957,-12.1923357699999,12.611334833,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
958,-12.1619852829999,12.627265611,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
959,-12.1453966009999,12.630912416,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
960,-12.1349232879999,12.610290398,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
961,-11.4635906979999,12.608911325,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
962,-11.4409058129999,12.611909416,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
963,-11.4299446059999,12.613196026,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
964,-11.4225109469999,12.623127652,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
965,-11.4223015129999,12.638171629,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
966,-11.4337543879999,12.654088712,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
967,-11.4437493629999,12.669986139,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
968,-11.4530952059999,12.680142545,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
969,-11.4583809749999,12.667315429,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
970,-11.4594270779999,12.644400117,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
971,-11.4566967339999,12.63074957,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
972,-11.4569138959999,12.614988613,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
973,-11.4385191649999,12.626208082,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
974,-11.4419680879999,12.640584693,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
975,-11.4512833619999,12.652890079,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
976,-11.4403898599999,12.649161911,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
977,-11.4331642639999,12.644049509,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
978,-11.4203253549999,12.657115711,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
979,-11.4070374479999,12.636180994,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
980,-11.4225109469999,12.623127652,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
981,-11.4299446059999,12.613196026,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
982,-11.4458831649999,12.62129066,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
983,-11.5543764949999,12.637821369,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
984,-11.5569687869999,12.662161592,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
985,-11.5560465059999,12.676481761,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
986,-11.5630355049999,12.699503814,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
987,-11.5751254039999,12.730001844,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
988,-11.6111161509999,12.706572506,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
989,-11.6105573789999,12.693665809,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
990,-11.5961809099999,12.676999172,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
991,-11.5677890019999,12.671617477,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
992,-11.5812799699999,12.69973969,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
993,-11.5919686539999,12.719226275,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
994,-11.5937818859999,12.692734294,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
995,-11.5741549329999,12.686748612,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
996,-11.5672215599999,12.713890287,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
997,-11.5499287309999,12.697183786,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
998,-11.5466087609999,12.672776215,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
999,-11.5416601739999,12.652387153,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1000,-11.5738660029999,12.65378046,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1001,-11.5875100839999,12.670438258,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1002,-11.5858691459999,12.684033069,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1003,-11.6170686329999,12.698048807,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1004,-11.6197508189999,12.715999201,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1005,-11.6423956579999,12.714853948,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1006,-11.6585374549999,12.70860803,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1007,-11.6761943199999,12.698079822,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1008,-11.6981179279999,12.696203605,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1009,-11.7164567079999,12.689264156,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1010,-11.7494828839999,12.67533608,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1011,-11.7561422269999,12.668250096,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1012,-11.7593331919999,12.646786786,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1013,-11.7683518649999,12.626110737,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1014,-11.7773687439999,12.605434004,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1015,-11.7863927569999,12.584039933,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1016,-11.7837242429999,12.563938577,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1017,-11.7817539019999,12.543748378,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1018,-11.7520292619999,12.531302791,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1019,-11.7323332869999,12.505702881,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1020,-11.7148395299999,12.489267133,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1021,-11.7273463489999,12.52168564,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1022,-11.7525250399999,12.549944056,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1023,-11.7617750929999,12.568691338,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1024,-11.7526417849999,12.598683785,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1025,-11.7480196989999,12.617979426,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1026,-11.7301155309999,12.648579667,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1027,-11.7160668729999,12.66274097,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
